Latitude,Longitude
41.57,-71.05
41.53,-71.07
41.55,-71.1
41.53,-71.1
41.52,-71.1
41.5,-71.13
41.52,-71.12
41.47,-71.18
41.5,-71.2
41.63,-71.2
41.8,-71.12
41.72,-71.18
41.72,-71.22
41.7,-71.23
41.67,-71.23
41.65,-71.27
41.67,-71.32
41.75,-71.28
41.72,-71.3
41.75,-71.35
41.82,-71.38
41.8,-71.4
41.73,-71.38
41.7,-71.37
41.67,-71.38
41.7,-71.4
41.68,-71.45
41.65,-71.42
41.6,-71.42
41.57,-71.45
41.53,-71.42
41.48,-71.42
41.37,-71.48
41.38,-71.55
41.35,-71.65
41.33,-71.72
41.32,-71.85
41.32,-71.83
41.32,-71.88
41.33,-71.87
41.33,-71.88
41.35,-71.97
41.32,-72
41.32,-72.03
41.35,-72.08
41.3,-72.12
41.32,-72.2
41.3,-72.2
41.32,-72.22
41.28,-72.25
41.28,-72.3
41.3,-72.35
41.32,-72.35
41.35,-72.33
41.37,-72.38
41.35,-72.38
41.32,-72.35
41.28,-72.35
41.28,-72.47
41.25,-72.52
41.27,-72.53
41.25,-72.53
41.27,-72.57
41.28,-72.62
41.25,-72.68
41.27,-72.77
41.25,-72.8
41.25,-72.88
41.3,-72.92
41.22,-73
41.22,-73.05
41.17,-73.1
41.15,-73.15
41.17,-73.15
41.18,-73.17
41.17,-73.18
41.17,-73.22
41.13,-73.25
41.12,-73.37
41.05,-73.47
41.05,-73.5
41.03,-73.52
41.02,-73.58
41.02,-73.6
41,-73.65
41.02,-73.63
40.95,-73.67
40.95,-73.72
40.87,-73.78
40.87,-73.82
40.82,-73.8
40.8,-73.92
40.72,-73.98
40.72,-74
40.75,-74
40.87,-73.92
41.02,-73.88
41.07,-73.87
41.18,-73.88
41.25,-73.95
41.3,-73.93
41.32,-73.95
41.27,-73.98
41.2,-73.97
41.17,-73.92
41.02,-73.9
40.97,-73.9
40.87,-73.95
40.78,-74
40.72,-74.02
40.67,-74.12
40.67,-74.13
40.72,-74.1
40.7,-74.13
40.65,-74.2
40.58,-74.22
40.55,-74.25
40.52,-74.25
40.5,-74.25
40.47,-74.27
40.45,-74.25
40.43,-74.2
40.45,-74.1
40.4,-73.98
40.47,-74
40.45,-73.98
40.4,-73.95
40.28,-73.95
40.08,-74.03
40.08,-74.02
40.05,-74.02
39.78,-74.08
39.78,-74.08
39.88,-74.08
39.97,-74.05
40.05,-74.05
40.05,-74.08
40.03,-74.05
40.02,-74.07
40,-74.12
39.97,-74.1
39.93,-74.13
39.92,-74.08
39.88,-74.13
39.85,-74.12
39.82,-74.15
39.77,-74.18
39.7,-74.15
39.57,-74.32
39.52,-74.28
39.52,-74.32
39.53,-74.33
39.53,-74.38
39.55,-74.4
39.52,-74.4
39.48,-74.38
39.43,-74.4
39.47,-74.42
39.43,-74.45
39.4,-74.47
39.4,-74.43
39.35,-74.42
39.3,-74.53
39.37,-74.48
39.35,-74.52
39.33,-74.55
39.3,-74.55
39.3,-74.65
39.28,-74.65
39.27,-74.62
39.28,-74.55
39.22,-74.65
39.12,-74.7
39.12,-74.73
39.12,-74.7
39.08,-74.72
39.03,-74.77
39.03,-74.78
39,-74.78
38.95,-74.85
38.92,-74.93
38.93,-74.97
38.95,-74.97
39.02,-74.95
39.13,-74.88
39.18,-74.9
39.2,-74.95
39.18,-75.02
39.22,-75.03
39.18,-75.15
39.2,-75.17
39.23,-75.17
39.27,-75.23
39.28,-75.25
39.3,-75.3
39.35,-75.33
39.33,-75.37
39.43,-75.47
39.47,-75.52
39.48,-75.53
39.5,-75.52
39.57,-75.52
39.62,-75.55
39.65,-75.52
39.68,-75.5
39.72,-75.47
39.73,-75.47
39.75,-75.45
39.83,-75.33
39.88,-75.13
39.9,-75.1
39.92,-75.12
39.95,-75.12
39.97,-75.07
40,-75.03
39.97,-75.12
39.9,-75.15
39.9,-75.18
39.87,-75.25
39.85,-75.37
39.8,-75.43
39.82,-75.42
39.78,-75.47
39.72,-75.48
39.67,-75.55
39.65,-75.58
39.62,-75.6
39.55,-75.55
39.47,-75.58
39.42,-75.52
39.35,-75.5
39.32,-75.43
39.25,-75.4
39.17,-75.4
39.08,-75.38
38.97,-75.3
38.92,-75.3
38.8,-75.17
38.78,-75.12
38.8,-75.08
38.63,-75.07
38.7,-75.08
38.7,-75.13
38.65,-75.12
38.65,-75.15
38.63,-75.1
38.6,-75.2
38.58,-75.2
38.58,-75.18
38.57,-75.2
38.58,-75.13
38.57,-75.08
38.58,-75.07
38.62,-75.07
38.6,-75.05
38.57,-75.05
38.45,-75.03
38.45,-75.03
38.33,-75.07
38.45,-75.07
38.45,-75.08
38.43,-75.08
38.43,-75.12
38.4,-75.1
38.42,-75.15
38.42,-75.18
38.4,-75.13
38.35,-75.13
38.35,-75.1
38.33,-75.1
38.23,-75.17
38.23,-75.2
38.27,-75.18
38.23,-75.23
38.12,-75.28
38.12,-75.32
38.08,-75.35
38.02,-75.37
38.03,-75.37
37.97,-75.43
37.93,-75.43
37.92,-75.42
37.9,-75.43
37.87,-75.43
37.8,-75.5
37.68,-75.57
37.58,-75.62
37.57,-75.58
37.5,-75.65
37.55,-75.72
37.52,-75.73
37.5,-75.7
37.48,-75.78
37.45,-75.8
37.4,-75.8
37.37,-75.83
37.23,-75.87
37.18,-75.87
37.18,-75.9
37.22,-75.88
37.15,-75.92
37.13,-75.95
37.27,-76.02
37.32,-75.98
37.32,-76
37.38,-75.98
37.38,-75.97
37.42,-75.95
37.42,-75.98
37.43,-75.97
37.47,-75.95
37.48,-75.92
37.5,-75.93
37.48,-75.95
37.5,-75.95
37.55,-75.92
37.55,-75.9
37.57,-75.93
37.58,-75.9
37.6,-75.92
37.62,-75.9
37.62,-75.87
37.65,-75.88
37.67,-75.82
37.7,-75.83
37.72,-75.78
37.73,-75.82
37.77,-75.77
37.8,-75.8
37.78,-75.75
37.8,-75.7
37.82,-75.72
37.83,-75.7
37.83,-75.67
37.9,-75.68
37.9,-75.73
37.95,-75.63
37.97,-75.65
37.97,-75.65
37.98,-75.75
37.97,-75.8
37.93,-75.85
37.95,-75.88
37.97,-75.85
37.98,-75.85
37.98,-75.88
38.03,-75.85
38.03,-75.82
38.1,-75.75
38.08,-75.8
38.08,-75.85
38.1,-75.83
38.13,-75.82
38.13,-75.78
38.15,-75.78
38.15,-75.9
38.12,-75.92
38.13,-75.93
38.2,-75.93
38.23,-75.82
38.25,-75.88
38.28,-75.9
38.4,-75.83
38.4,-75.85
38.32,-75.92
38.25,-75.95
38.32,-76
38.33,-75.97
38.37,-75.97
38.37,-75.98
38.32,-76.03
38.28,-76.02
38.23,-76.03
38.28,-76.08
38.3,-76.12
38.33,-76.15
38.38,-76.22
38.38,-76.22
38.33,-76.2
38.32,-76.22
38.48,-76.33
38.5,-76.28
38.48,-76.28
38.45,-76.27
38.52,-76.23
38.53,-76.18
38.55,-76.18
38.57,-76.17
38.58,-76.2
38.55,-76.23
38.57,-76.28
38.57,-76.28
38.6,-76.25
38.62,-76.27
38.62,-76.22
38.63,-76.17
38.6,-76.17
38.6,-76.13
38.57,-76.05
38.58,-76
38.6,-75.97
38.65,-75.97
38.6,-76.02
38.62,-76.08
38.63,-76.1
38.65,-76.1
38.65,-76.15
38.68,-76.1
38.68,-76.17
38.72,-76.17
38.68,-76.2
38.72,-76.23
38.75,-76.2
38.77,-76.22
38.77,-76.23
38.72,-76.27
38.72,-76.28
38.78,-76.27
38.75,-76.3
38.68,-76.32
38.68,-76.33
38.77,-76.33
38.83,-76.27
38.82,-76.22
38.8,-76.22
38.77,-76.17
38.8,-76.1
38.78,-76.15
38.8,-76.18
38.85,-76.17
38.87,-76.1
38.88,-76.15
38.92,-76.15
38.88,-76.18
38.93,-76.18
38.97,-76.22
38.93,-76.27
38.92,-76.27
38.92,-76.3
38.92,-76.33
38.88,-76.32
38.85,-76.35
38.9,-76.35
39.03,-76.3
38.98,-76.23
39,-76.17
39.02,-76.15
39.03,-76.15
39.07,-76.17
39.07,-76.13
39.08,-76.13
39.13,-76.07
39.12,-76.13
39.12,-76.15
39.13,-76.15
39.12,-76.17
39.12,-76.18
39.08,-76.18
39.03,-76.2
39.03,-76.23
39.12,-76.23
39.15,-76.27
39.32,-76.17
39.33,-76.12
39.37,-76.12
39.37,-76.1
39.37,-75.83
39.4,-76.02
39.47,-75.92
39.47,-75.83
39.5,-75.9
39.53,-75.85
39.58,-75.83
39.57,-75.85
39.47,-76
39.48,-76
39.55,-75.95
39.6,-75.93
39.55,-75.98
39.57,-76.02
39.57,-76.07
39.48,-76.12
39.45,-76.07
39.37,-76.2
39.38,-76.23
39.47,-76.22
39.47,-76.23
39.45,-76.25
39.38,-76.27
39.33,-76.25
39.32,-76.28
39.4,-76.32
39.38,-76.4
39.37,-76.38
39.37,-76.35
39.35,-76.33
39.33,-76.33
39.33,-76.37
39.3,-76.37
39.33,-76.42
39.32,-76.43
39.27,-76.38
39.27,-76.42
39.3,-76.45
39.3,-76.48
39.25,-76.43
39.23,-76.38
39.22,-76.42
39.22,-76.48
39.23,-76.48
39.27,-76.57
39.25,-76.62
39.23,-76.58
39.22,-76.57
39.22,-76.52
39.18,-76.52
39.17,-76.48
39.17,-76.45
39.1,-76.42
39.07,-76.42
39.08,-76.45
39.1,-76.52
39.08,-76.52
39.05,-76.42
39.02,-76.4
39,-76.4
39,-76.43
38.98,-76.45
39.02,-76.5
39.07,-76.55
39.07,-76.57
38.93,-76.45
38.92,-76.45
38.97,-76.52
38.95,-76.53
38.93,-76.53
38.9,-76.48
38.88,-76.5
38.88,-76.53
38.87,-76.52
38.83,-76.53
38.85,-76.48
38.83,-76.48
38.77,-76.55
38.73,-76.55
38.72,-76.52
38.53,-76.5
38.42,-76.4
38.37,-76.37
38.33,-76.42
38.35,-76.45
38.37,-76.47
38.38,-76.48
38.42,-76.57
38.48,-76.63
38.68,-76.68
38.48,-76.67
38.4,-76.58
38.37,-76.5
38.32,-76.48
38.3,-76.45
38.3,-76.37
38.23,-76.38
38.17,-76.32
38.13,-76.32
38.1,-76.33
38.05,-76.32
38.12,-76.42
38.18,-76.43
38.2,-76.43
38.2,-76.45
38.17,-76.45
38.13,-76.47
38.17,-76.5
38.13,-76.5
38.13,-76.52
38.2,-76.57
38.23,-76.62
38.23,-76.75
38.25,-76.78
38.37,-76.82
38.4,-76.87
38.28,-76.83
38.27,-76.83
38.27,-76.87
38.35,-76.97
38.48,-77.02
38.43,-77.03
38.42,-77.08
38.43,-77.1
38.45,-77.1
38.45,-77.13
38.4,-77.12
38.37,-77.18
38.37,-77.2
38.4,-77.25
38.48,-77.27
38.55,-77.23
38.57,-77.17
38.58,-77.2
38.6,-77.18
38.62,-77.12
38.68,-77.1
38.7,-77.02
38.75,-77
38.8,-77.02
38.8,-77.02
38.87,-77.02
38.9,-77.07
38.9,-77.05
38.9,-77.07
38.85,-77.03
38.73,-77.03
38.7,-77.12
38.68,-77.13
38.7,-77.13
38.7,-77.15
38.68,-77.17
38.65,-77.13
38.63,-77.17
38.63,-77.2
38.65,-77.2
38.65,-77.23
38.58,-77.27
38.57,-77.25
38.55,-77.28
38.53,-77.28
38.5,-77.3
38.4,-77.3
38.43,-77.33
38.43,-77.35
38.37,-77.28
38.35,-77.33
38.33,-77.25
38.35,-77.15
38.4,-77.03
38.38,-77
38.35,-77
38.33,-77
38.32,-77.05
38.25,-76.95
38.2,-76.95
38.17,-76.85
38.17,-76.77
38.13,-76.73
38.15,-76.68
38.13,-76.63
38.15,-76.6
38.12,-76.58
38.07,-76.52
38.03,-76.53
38.02,-76.53
38.02,-76.47
38,-76.45
37.98,-76.47
37.98,-76.42
37.9,-76.23
37.88,-76.23
37.82,-76.25
37.85,-76.3
37.85,-76.32
37.78,-76.28
37.75,-76.3
37.73,-76.32
37.7,-76.28
37.7,-76.32
37.67,-76.32
37.67,-76.33
37.63,-76.32
37.63,-76.3
37.62,-76.32
37.62,-76.37
37.65,-76.42
37.67,-76.42
37.65,-76.43
37.7,-76.47
37.65,-76.48
37.67,-76.52
37.7,-76.52
37.75,-76.57
37.78,-76.58
37.78,-76.62
37.82,-76.62
37.82,-76.65
37.83,-76.67
37.83,-76.72
37.92,-76.77
37.95,-76.83
37.98,-76.83
38,-76.88
38.08,-76.93
38.12,-77.03
38.17,-77.05
38.17,-77.13
38.13,-77.1
38.15,-77.05
38.1,-77.03
38.07,-76.93
38.05,-76.92
37.98,-76.9
37.97,-76.87
37.92,-76.83
37.9,-76.78
37.8,-76.72
37.78,-76.68
37.77,-76.67
37.75,-76.62
37.63,-76.53
37.62,-76.43
37.58,-76.4
37.57,-76.28
37.55,-76.32
37.55,-76.38
37.53,-76.4
37.48,-76.3
37.5,-76.28
37.52,-76.28
37.5,-76.25
37.48,-76.25
37.47,-76.28
37.43,-76.23
37.38,-76.23
37.32,-76.27
37.35,-76.3
37.38,-76.32
37.37,-76.35
37.38,-76.37
37.43,-76.4
37.42,-76.43
37.38,-76.4
37.38,-76.45
37.37,-76.45
37.33,-76.4
37.32,-76.43
37.32,-76.38
37.28,-76.37
37.27,-76.45
37.32,-76.58
37.4,-76.65
37.43,-76.68
37.53,-76.77
37.53,-76.78
37.5,-76.8
37.48,-76.75
37.3,-76.6
37.23,-76.45
37.23,-76.37
37.17,-76.38
37.17,-76.32
37.13,-76.28
37.1,-76.33
37.1,-76.27
37.08,-76.27
37,-76.28
37,-76.37
36.97,-76.4
37.05,-76.47
37.07,-76.52
37.1,-76.53
37.08,-76.55
37.13,-76.62
37.18,-76.62
37.22,-76.63
37.22,-76.73
37.2,-76.75
37.22,-76.77
37.25,-76.83
37.27,-76.85
37.32,-76.87
37.27,-76.87
37.23,-76.92
37.32,-77
37.28,-77.05
37.33,-77.08
37.32,-77.13
37.33,-77.23
37.35,-77.25
37.32,-77.27
37.32,-77.28
37.28,-77.18
37.28,-77.1
37.27,-77.07
37.28,-77
37.23,-76.97
37.2,-76.9
37.2,-76.8
37.15,-76.73
37.18,-76.67
37.05,-76.65
37.03,-76.58
37.02,-76.57
37,-76.58
36.97,-76.48
36.93,-76.5
36.9,-76.48
36.87,-76.52
36.85,-76.52
36.9,-76.42
36.88,-76.35
36.87,-76.32
36.85,-76.3
36.85,-76.3
36.88,-76.32
36.92,-76.3
36.93,-76.32
36.97,-76.27
36.92,-76.17
36.92,-76.1
36.9,-76.07
36.92,-76
36.55,-75.85
36.55,-75.85
36.27,-75.78
36.12,-75.72
35.9,-75.57
35.78,-75.52
35.85,-75.58
35.9,-75.6
36,-75.67
36,-75.72
36.02,-75.72
36,-75.7
36.02,-75.68
36.03,-75.68
36.05,-75.68
36.07,-75.73
36.18,-75.75
36.28,-75.82
36.4,-75.83
36.53,-75.88
36.6,-75.88
36.72,-75.93
36.7,-75.97
36.58,-75.98
36.53,-75.95
36.57,-75.95
36.57,-75.92
36.48,-75.9
36.5,-75.97
36.52,-75.97
36.58,-76.05
36.53,-76.02
36.5,-76.03
36.43,-75.97
36.43,-75.98
36.42,-75.98
36.35,-75.93
36.4,-75.95
36.4,-75.93
36.42,-75.93
36.43,-75.92
36.35,-75.92
36.27,-75.87
36.07,-75.78
36.1,-75.85
36.17,-75.87
36.22,-75.92
36.23,-75.9
36.25,-75.95
36.28,-75.93
36.32,-75.97
36.32,-76
36.27,-75.95
36.23,-75.97
36.22,-75.95
36.2,-75.97
36.17,-75.9
36.18,-76.02
36.22,-76.05
36.25,-76.1
36.28,-76.13
36.3,-76.2
36.32,-76.18
36.32,-76.2
36.28,-76.22
36.25,-76.15
36.22,-76.12
36.17,-76.05
36.15,-76.07
36.12,-76.17
36.15,-76.22
36.22,-76.28
36.2,-76.28
36.15,-76.25
36.13,-76.23
36.1,-76.2
36.1,-76.22
36.15,-76.37
36.18,-76.4
36.18,-76.42
36.2,-76.47
36.17,-76.43
36.12,-76.38
36.1,-76.32
36.08,-76.37
36.08,-76.42
36.07,-76.43
36.05,-76.42
36,-76.52
36.02,-76.58
36.05,-76.62
36.03,-76.65
36.05,-76.68
36.1,-76.7
36.12,-76.72
36.17,-76.73
36.23,-76.72
36.28,-76.67
36.32,-76.72
36.32,-76.72
36.28,-76.7
36.22,-76.75
36.13,-76.77
36,-76.7
36,-76.68
35.95,-76.73
35.93,-76.65
35.95,-76.53
35.98,-76.4
35.97,-76.38
35.93,-76.38
35.95,-76.35
35.92,-76.28
35.93,-76.27
35.93,-76.3
35.97,-76.28
36,-76.17
35.98,-76.05
35.95,-76.02
35.95,-76.07
35.92,-76.07
35.93,-76.02
35.87,-76.05
35.87,-76.08
35.85,-76.05
35.78,-76.05
35.8,-76.12
35.78,-76.12
35.75,-76.05
35.72,-76.05
35.68,-76.03
35.68,-76.1
35.7,-76.13
35.68,-76.13
35.67,-76.1
35.65,-76.03
35.72,-76
35.88,-75.98
35.92,-75.93
35.88,-75.9
35.87,-75.87
35.88,-75.85
35.93,-75.9
35.92,-75.85
35.93,-75.82
35.95,-75.87
35.97,-75.85
35.97,-75.82
35.93,-75.82
35.88,-75.75
35.82,-75.72
35.77,-75.73
35.73,-75.72
35.68,-75.72
35.7,-75.77
35.68,-75.77
35.63,-75.73
35.62,-75.75
35.6,-75.78
35.57,-75.78
35.57,-75.82
35.57,-75.83
35.58,-75.82
35.58,-75.87
35.63,-75.88
35.62,-75.9
35.58,-75.9
35.55,-75.92
35.52,-75.98
35.5,-75.97
35.48,-76
35.47,-76
35.42,-76.03
35.43,-76.05
35.42,-76.07
35.38,-76.07
35.37,-76.13
35.33,-76.15
35.35,-76.17
35.35,-76.23
35.37,-76.25
35.35,-76.27
35.35,-76.28
35.42,-76.35
35.38,-76.37
35.35,-76.35
35.33,-76.37
35.35,-76.38
35.37,-76.42
35.37,-76.38
35.38,-76.4
35.42,-76.38
35.47,-76.4
35.45,-76.43
35.4,-76.43
35.4,-76.48
35.37,-76.45
35.38,-76.5
35.42,-76.52
35.43,-76.5
35.43,-76.55
35.47,-76.55
35.5,-76.58
35.5,-76.48
35.53,-76.47
35.55,-76.58
35.53,-76.62
35.52,-76.65
35.5,-76.62
35.47,-76.62
35.4,-76.58
35.38,-76.58
35.4,-76.65
35.43,-76.65
35.42,-76.75
35.43,-76.8
35.45,-76.82
35.47,-76.92
35.53,-77.05
35.48,-77.02
35.47,-76.98
35.43,-76.98
35.42,-76.85
35.4,-76.83
35.37,-76.72
35.35,-76.7
35.3,-76.53
35.3,-76.5
35.27,-76.47
35.22,-76.48
35.23,-76.57
35.22,-76.52
35.2,-76.53
35.22,-76.58
35.2,-76.6
35.17,-76.67
35.15,-76.58
35.15,-76.57
35.17,-76.58
35.17,-76.57
35.15,-76.55
35.13,-76.55
35.1,-76.58
35.08,-76.62
35.08,-76.6
35.07,-76.6
34.98,-76.78
35,-76.85
35.07,-76.95
35.07,-76.98
35.15,-77.08
34.98,-76.95
34.95,-76.9
34.93,-76.8
34.9,-76.75
34.98,-76.63
34.98,-76.6
34.95,-76.6
34.93,-76.55
34.93,-76.53
34.97,-76.57
34.98,-76.57
35,-76.53
34.97,-76.5
34.98,-76.48
35.02,-76.48
35.07,-76.45
35.05,-76.43
35.02,-76.43
34.98,-76.42
34.97,-76.47
34.93,-76.45
34.95,-76.42
34.93,-76.38
34.97,-76.38
34.97,-76.32
35.02,-76.35
35.02,-76.32
34.98,-76.28
34.97,-76.27
34.93,-76.3
34.93,-76.35
34.88,-76.33
34.87,-76.38
34.88,-76.4
34.83,-76.42
34.77,-76.5
34.73,-76.5
34.73,-76.58
34.77,-76.58
34.78,-76.57
34.82,-76.62
34.72,-76.62
34.72,-76.67
34.75,-76.67
34.8,-76.68
34.75,-76.77
34.75,-76.72
34.72,-76.7
34.73,-76.87
34.72,-76.92
34.68,-77.1
34.68,-77.1
34.72,-77.08
34.73,-77.12
34.75,-77.12
34.75,-77.13
34.72,-77.12
34.68,-77.13
34.68,-77.17
34.65,-77.17
34.55,-77.33
34.58,-77.4
34.65,-77.33
34.7,-77.38
34.73,-77.37
34.73,-77.42
34.75,-77.43
34.68,-77.43
34.68,-77.4
34.63,-77.37
34.62,-77.38
34.6,-77.45
34.58,-77.42
34.55,-77.37
34.53,-77.38
34.52,-77.37
34.5,-77.47
34.38,-77.67
34.33,-77.72
34.22,-77.82
34.15,-77.87
34.05,-77.88
33.93,-77.92
33.93,-77.93
33.98,-77.92
34.1,-77.92
34.18,-77.95
34.02,-77.95
33.88,-78.02
33.92,-78.23
33.9,-78.35
33.95,-78.37
33.9,-78.4
33.87,-78.55
33.87,-78.55
33.87,-78.55
33.88,-78.55
33.87,-78.6
33.85,-78.57
33.83,-78.65
33.78,-78.75
33.7,-78.87
33.63,-78.93
33.42,-79.13
33.22,-79.18
33.3,-79.2
33.32,-79.27
33.37,-79.25
33.43,-79.18
33.37,-79.27
33.28,-79.3
33.23,-79.22
33.18,-79.22
33.18,-79.18
33.13,-79.23
33.17,-79.25
33.17,-79.27
33.13,-79.25
33.12,-79.27
33.13,-79.28
33.15,-79.33
33.13,-79.3
33.12,-79.28
33.05,-79.38
33.02,-79.38
32.98,-79.5
33.02,-79.5
33.03,-79.53
33,-79.58
32.95,-79.63
32.92,-79.62
32.93,-79.58
32.92,-79.58
32.85,-79.7
32.8,-79.73
32.77,-79.83
32.77,-79.87
32.78,-79.88
32.78,-79.9
32.85,-79.88
32.85,-79.9
32.85,-79.9
32.83,-79.9
32.85,-79.95
32.78,-79.93
32.8,-79.97
32.78,-79.97
32.77,-79.95
32.75,-79.9
32.73,-79.88
32.73,-79.87
32.72,-79.87
32.68,-79.88
32.65,-79.95
32.65,-80.02
32.63,-80.02
32.62,-79.98
32.6,-80
32.6,-80.08
32.55,-80.17
32.62,-80.23
32.62,-80.27
32.6,-80.25
32.57,-80.2
32.48,-80.33
32.53,-80.37
32.5,-80.37
32.47,-80.4
32.5,-80.43
32.5,-80.48
32.55,-80.55
32.52,-80.53
32.52,-80.53
32.52,-80.67
32.5,-80.68
32.48,-80.55
32.5,-80.53
32.47,-80.48
32.45,-80.58
32.45,-80.48
32.42,-80.45
32.4,-80.47
32.38,-80.5
32.37,-80.55
32.35,-80.55
32.37,-80.47
32.4,-80.43
32.35,-80.45
32.35,-80.47
32.33,-80.45
32.32,-80.47
32.25,-80.63
32.27,-80.65
32.32,-80.63
32.38,-80.63
32.35,-80.65
32.37,-80.67
32.45,-80.65
32.47,-80.65
32.45,-80.68
32.45,-80.67
32.37,-80.68
32.3,-80.67
32.32,-80.7
32.38,-80.77
32.47,-80.8
32.5,-80.78
32.5,-80.8
32.53,-80.83
32.53,-80.85
32.48,-80.82
32.4,-80.8
32.38,-80.78
32.32,-80.8
32.25,-80.75
32.25,-80.7
32.22,-80.67
32.15,-80.72
32.1,-80.82
32.18,-80.78
32.25,-80.78
32.22,-80.78
32.2,-80.78
32.15,-80.83
32.12,-80.83
32.05,-80.9
32.02,-80.88
32.03,-80.9
32.02,-80.85
32,-80.83
31.97,-80.87
31.95,-80.9
31.98,-80.93
31.92,-80.97
31.9,-80.93
31.87,-80.98
31.88,-81.05
31.92,-81.1
31.92,-81.1
31.88,-81.12
31.88,-81.08
31.87,-81.08
31.87,-81.13
31.85,-81.13
31.82,-81.03
31.77,-81.08
31.73,-81.12
31.77,-81.27
31.75,-81.27
31.73,-81.22
31.7,-81.18
31.67,-81.23
31.67,-81.15
31.68,-81.17
31.7,-81.13
31.6,-81.13
31.57,-81.17
31.57,-81.18
31.62,-81.2
31.63,-81.23
31.63,-81.23
31.6,-81.2
31.57,-81.22
31.55,-81.25
31.57,-81.3
31.55,-81.33
31.53,-81.3
31.53,-81.27
31.48,-81.28
31.53,-81.23
31.53,-81.17
31.43,-81.25
31.38,-81.27
31.4,-81.28
31.43,-81.3
31.43,-81.33
31.35,-81.28
31.33,-81.28
31.35,-81.43
31.37,-81.47
31.37,-81.48
31.33,-81.42
31.32,-81.33
31.28,-81.28
31.27,-81.27
31.22,-81.28
31.22,-81.3
31.22,-81.32
31.13,-81.38
31.15,-81.42
31.2,-81.4
31.22,-81.43
31.18,-81.47
31.12,-81.45
31.13,-81.5
31.07,-81.43
31.1,-81.43
31.12,-81.4
31.08,-81.4
31.02,-81.43
31.08,-81.48
31.08,-81.52
31.02,-81.45
30.98,-81.47
30.98,-81.52
30.97,-81.5
30.97,-81.45
30.88,-81.5
30.85,-81.48
30.85,-81.53
30.83,-81.52
30.8,-81.52
30.77,-81.48
30.72,-81.5
30.72,-81.5
30.72,-81.5
30.68,-81.48
30.7,-81.45
30.68,-81.43
30.68,-81.43
30.57,-81.45
30.52,-81.43
30.55,-81.47
30.62,-81.48
30.62,-81.5
30.55,-81.5
30.47,-81.42
30.4,-81.42
30.38,-81.38
30.27,-81.38
30.12,-81.33
29.9,-81.28
29.87,-81.27
29.8,-81.25
29.58,-81.17
29.25,-81.02
29.08,-80.92
29.07,-80.92
29.05,-80.9
28.72,-80.68
28.65,-80.63
28.57,-80.57
28.47,-80.53
28.45,-80.53
28.4,-80.6
28.2,-80.58
28.08,-80.57
27.92,-80.47
27.87,-80.45
27.93,-80.5
28,-80.53
28.05,-80.57
28.22,-80.62
28.4,-80.62
28.52,-80.58
28.6,-80.6
28.6,-80.67
28.58,-80.68
28.62,-80.77
28.65,-80.78
28.68,-80.78
28.7,-80.75
28.73,-80.75
28.78,-80.85
28.65,-80.82
28.6,-80.8
28.42,-80.75
28.05,-80.58
27.7,-80.4
27.42,-80.3
27.18,-80.18
27.22,-80.22
27.22,-80.27
27.23,-80.28
27.23,-80.32
27.18,-80.27
27.2,-80.22
27.15,-80.17
27.13,-80.15
26.95,-80.07
26.93,-80.12
26.92,-80.07
26.78,-80.03
26.77,-80.05
26.68,-80.03
26.57,-80.03
26.53,-80.05
26.52,-80.05
26.28,-80.08
26.12,-80.1
26.1,-80.12
26.07,-80.1
25.95,-80.12
25.82,-80.12
25.77,-80.13
25.82,-80.13
25.9,-80.13
25.82,-80.18
25.75,-80.18
25.73,-80.25
25.65,-80.27
25.62,-80.32
25.53,-80.32
25.48,-80.35
25.43,-80.33
25.4,-80.33
25.38,-80.32
25.33,-80.35
25.33,-80.37
25.23,-80.43
25.2,-80.42
25.18,-80.4
25.2,-80.42
25.25,-80.45
25.22,-80.5
25.22,-80.47
25.18,-80.45
25.22,-80.48
25.2,-80.52
25.22,-80.52
25.23,-80.5
25.25,-80.53
25.23,-80.58
25.18,-80.6
25.18,-80.65
25.17,-80.65
25.17,-80.68
25.13,-80.72
25.15,-80.77
25.15,-80.8
25.17,-80.82
25.18,-80.85
25.13,-80.92
25.12,-81.08
25.17,-81.15
25.23,-81.18
25.33,-81.13
25.27,-81.07
25.23,-80.98
25.22,-81
25.2,-80.98
25.22,-80.92
25.25,-80.92
25.32,-80.98
25.33,-81.03
25.38,-81.15
25.47,-81.17
25.5,-81.2
25.55,-81.18
25.57,-81.23
25.63,-81.25
25.65,-81.27
25.7,-81.28
25.7,-81.32
25.72,-81.33
25.77,-81.35
25.78,-81.32
25.82,-81.35
25.85,-81.4
25.87,-81.47
25.88,-81.47
25.88,-81.52
25.92,-81.55
25.9,-81.58
25.92,-81.58
25.95,-81.62
25.92,-81.65
25.9,-81.73
25.95,-81.73
25.93,-81.7
25.95,-81.67
25.98,-81.67
25.97,-81.72
26,-81.73
26.02,-81.73
26.07,-81.77
26.13,-81.78
26.1,-81.8
26.27,-81.83
26.28,-81.82
26.35,-81.85
26.35,-81.83
26.43,-81.85
26.48,-81.88
26.45,-81.87
26.43,-81.88
26.47,-81.95
26.48,-82.02
26.52,-82
26.5,-81.98
26.53,-81.93
26.63,-81.88
26.68,-81.82
26.68,-81.8
26.72,-81.78
26.67,-81.9
26.55,-81.95
26.53,-81.98
26.53,-82
26.52,-82.03
26.55,-82.07
26.6,-82.05
26.7,-82.08
26.78,-82.05
