Latitude,Longitude
-34.08831947,135.314162
-33.95305396,135.2281122
-33.594397,134.8983232
-33.28822883,134.7520578
-33.19146337,134.6659844
-33.1427219,134.3384855
-33.07965957,134.2271792
-33.00753787,134.1683757
-32.93640186,134.1358189
-32.75553806,134.2662165
-32.6029681,134.2324914
-32.40551616,134.0642284
-32.16101483,133.8060394
-32.11551703,133.6861693
-32.21335895,133.3322766
-32.18704993,133.1175238
-31.93627429,132.6891745
-31.93346957,132.5683461
-32.01360334,132.3743333
-32.00248794,132.1823114
-31.92149249,131.9950975
-31.68899138,131.7010845
-31.49552643,131.2922159
-31.49633377,131.1955973
-31.59422438,130.8742952
-31.6370284,130.3041865
-31.63948539,130.0068091
-31.67136145,129.2226265
-31.73075481,128.9507325
-31.82840202,128.6587024
-32.02886679,128.2189398
-32.14672565,127.7866777
-32.26482953,127.3245709
-32.30845204,126.6563438
-32.30501327,126.3032534
-32.3254652,126.1330185
-32.45585058,125.7208093
-32.66903281,125.2791002
-32.84966718,124.9350511
-32.91513134,124.6954314
-32.95481198,124.5038763
-33.04502537,124.3431227
-33.35842036,124.0691538
-33.81844103,123.723885
-33.94496379,123.4602214
-33.9355257,123.1150989
-33.92685123,122.8676596
-33.98696758,122.4507674
-34.06848388,122.2726557
-33.88654472,121.9662819
-33.84692698,121.8321331
-33.8502609,121.4998598
-33.92049426,120.7916343
-33.98696878,120.3698376
-33.96585208,120.1616175
-33.98224645,119.8585538
-34.08295732,119.6818171
-34.43884479,119.4308499
-34.49549279,119.2744324
-34.43698985,118.8315823
-34.46336109,118.7570285
-34.78071325,118.4912758
-34.94580862,118.2754778
-35.06637654,117.8486878
-35.10434781,117.5769682
-35.06566448,116.8743536
-35.04000518,116.5788913
-34.95070142,116.2601817
-34.78521803,115.967224
-34.48010662,115.6073343
-34.32108174,115.2648166
-34.30190493,115.0912616
-34.27002173,115.0216814
-33.66728308,114.9801462
-33.5453311,115.0115539
-33.5985884,115.234448
-33.56338106,115.4389244
-33.37494544,115.5857191
-33.16657466,115.6704025
-32.55842168,115.7771706
-32.01251754,115.7469724
-31.7345825,115.6799135
-31.46916485,115.5688283
-30.61583618,115.0872714
-30.33155575,114.9978033
-29.95895088,114.9362894
-29.51714933,114.9491896
-29.20791664,114.8821094
-28.72760393,114.6803683
-28.30386547,114.3934323
-27.97506588,114.1333235
-27.86124439,114.04109
-27.45737853,114.0971346
-27.21732255,114.0043274
-26.71810033,113.6878075
-26.26467643,113.2544018
-26.00429386,113.1338915
-25.89965361,113.1914807
-25.98277014,113.2753638
-26.18077611,113.3417965
-26.25346417,113.4232937
-26.409543,113.52821
-26.49253156,113.6736685
-26.50370159,113.8271022
-25.99265185,113.6790564
-25.81479113,113.4877074
-25.66913058,113.3873924
-25.52931217,113.422536
-25.9101228,113.75364
-26.34891411,113.9685905
-26.38015666,114.1800951
-26.13204637,114.138993
-26.1161514,114.2680509
-25.86415249,114.2727779
-25.64907742,114.149713
-25.03337168,113.6968009
-24.66450986,113.5074462
-24.36721218,113.43451
-24.01113287,113.4031853
-23.76688568,113.5737883
-23.55117211,113.7298438
-23.28142069,113.8346851
-22.91314727,113.8213479
-22.70374324,113.7238423
-22.49829477,113.7442887
-22.04397632,113.9599925
-21.8451341,114.0165628
-21.76297355,114.0475228
-22.11965161,114.1502655
-22.37210696,114.1431618
-22.47570457,114.1843024
-22.47250371,114.3365727
-22.42140924,114.4140064
-22.14479196,114.5095642
-21.90840444,114.5828436
-21.72246461,114.926801
-21.48848252,115.4728833
-21.35557441,115.6918282
-21.10555777,115.9999497
-20.90722484,116.2661892
-20.76920761,116.5528856
-20.71867752,116.9032241
-20.71162041,117.2095551
-20.71066688,117.5201156
-20.69137265,117.7113693
-20.60982029,117.8685754
-20.40904473,118.0937451
-20.35216534,118.3151422
-20.32035829,118.7140466
-20.25691745,118.8450995
-20.01122129,119.0304208
-19.96697212,119.1037636
-19.96681697,119.2852927
-20.02817101,119.6177612
-19.99738041,119.8852865
-19.87689391,120.313939
-19.68291684,120.8235888
-19.59296884,120.9929416
-19.30569495,121.3311693
-19.05246793,121.5337221
-18.7786911,121.6723023
-18.64512364,121.723227
-18.48098986,121.8916382
-18.19272426,122.3012587
-18.11586165,122.3271552
-17.93014264,122.2885225
-17.56430638,122.1632917
-17.34059858,122.1449706
-16.78839218,122.6810556
-16.44460526,122.8819538
-16.52627215,123.0030023
-16.74507975,123.1534034
-17.42906131,123.4376558
-17.55691098,123.5569996
-17.25965183,123.6144899
-17.01793706,123.605465
-17.1523224,123.8166773
-17.19505069,123.9457745
-16.88360466,124.0081206
-16.80889608,123.974691
-16.67167692,123.7040867
-16.54302169,123.6132101
-16.24976949,123.5933571
-16.196855,123.6120168
-16.233678,124.0251946
-16.38041372,124.3418438
-16.37989977,124.6373023
-16.37259959,124.79071
-16.41813229,124.9275305
-16.16535243,124.58486
-16.08244866,124.3799734
-15.83963636,124.439584
-15.70647301,124.4103489
-15.47951724,124.4752
-15.32364226,124.6681948
-15.29288918,124.7432167
-15.47380437,125.070238
-15.4558995,125.161852
-15.25294695,125.114679
-15.03850835,125.1679629
-14.87487557,125.2368855
-14.64068399,125.2227133
-14.56668112,125.3857386
-14.51819863,125.5671766
-14.5414357,125.9336584
-14.05730806,126.1809381
-13.92645213,126.3505158
-14.00417248,126.5068998
-14.20793369,126.6239246
-13.96270074,126.7475127
-13.86268794,126.8490872
-13.64873089,126.9417999
-13.93061658,127.2506698
-13.97125687,127.4814826
-14.06792881,127.6099611
-14.31021312,127.753392
-14.5804344,128.0259555
-14.89639188,128.0809101
-15.16062504,128.0495032
-15.25044667,128.1297864
-15.12676104,128.2389278
-14.82833537,128.4329445
-14.7730662,128.4988144
-14.83299207,129.0242633
-14.87353138,129.2036338
-15.05368547,129.4404713
-15.11366699,129.5798459
