lat,lon,precipitation
34.1954,-86.7963,1.824828759
35.2295,-101.7042,1.824828759
39.83444,-88.86556,1.824828759
39.93694,-91.19194,1.827566688
42.1256,-86.4284,1.830300522
44.7694,-106.9688,1.833030278
27.7742,-97.5122,1.843908891
35.63333,-91.16667,1.843908891
43.41333,-124.24361,1.846618531
41.53333,-71.28333,1.860107524
43.02056,-102.51833,1.860107524
40.91667,-81.43333,1.870828693
42.10944,-77.99194,1.870828693
29.333,-89.4075,1.876166304
34.99139,-78.88028,1.878829423
48.5428,-109.7633,1.884144368
36.7683,-96.0261,1.886796226
35.8201,-91.7812,1.889444363
32.8369,-88.1374,1.894729532
36.4731,-82.4044,1.894729532
44.0194,-100.353,1.897366596
37.2907,-75.927,1.9
39.013,-79.4743,1.902629759
42.8977,-106.4739,1.905255888
31.1449,-87.0518,1.913112647
38.65722,-90.65583,1.913112647
42.8374,-103.0981,1.913112647
45.4433,-98.413,1.913112647
38.34056,-75.51028,1.915724406
39.36444,-84.52472,1.918332609
41.8,-78.6333,1.918332609
39.1208,-94.5969,1.923538406
41.01361,-83.66861,1.926136028
42.8825,-85.52389,1.946792233
36.5993,-101.595,1.954482029
37.59139,-83.31444,1.954482029
38.68917,-75.35917,1.954482029
41.25444,-80.67389,1.954482029
29.98,-95.36,1.962141687
39.825,-86.29583,1.96468827
41.405,-81.85278,1.96468827
41.7219,-71.4325,1.977371993
33.2119,-87.6161,1.979898987
41.39306,-70.615,1.979898987
44.05111,-101.60111,1.989974874
39.36722,-101.69333,1.997498436
33.2125,-87.5914,2.004993766
38.57139,-90.15722,2.004993766
40.47194,-81.42361,2.004993766
42.068,-101.445,2.01246118
35.72611,-91.64722,2.019900988
38.95972,-94.37139,2.024845673
37.09111,-95.56639,2.027313493
41.6875,-69.99333,2.029778313
30.71667,-87.01667,2.032240143
41.8705,-103.593,2.032240143
44.3981,-98.2231,2.034698995
32.3347,-88.7442,2.037154879
36.0167,-102.55,2.04450483
41.66861,-70.28,2.05669638
38.365,-82.555,2.059126028
39.42028,-83.82167,2.059126028
32.55,-88.56667,2.063976744
43.40111,-94.74722,2.066397832
43.7346,-96.6222,2.076053949
31.15,-92.96667,2.078460969
39.2774,-120.7102,2.083266666
34.6602,-87.3462,2.088061302
38.8,-97.65,2.090454496
39.00778,-95.21167,2.090454496
40.14917,-97.58667,2.095232684
32.21528,-98.1775,2.097617696
39.2,-81.27,2.097617696
33.3644,-81.9633,2.102379604
40.8484,-96.5651,2.102379604
39.94444,-81.89222,2.104756518
30.5,-97.967,2.116601049
38.7525,-90.3736,2.11896201
37.77972,-89.24972,2.128379665
37.92722,-100.72472,2.130727575
38.8701,-100.9627,2.130727575
40.6954,-96.8541,2.130727575
37.1466,-94.5022,2.133072901
28.8614,-96.9303,2.142428529
37.75,-87.16667,2.142428529
42.8783,-100.55,2.149418526
43.5778,-96.7539,2.149418526
33.71417,-96.67361,2.156385865
41.7072,-86.3163,2.156385865
39.47806,-88.28028,2.161018278
34.9,-76.88333,2.165640783
30.5372,-91.1469,2.177154106
42.6754,-108.6686,2.179449472
37.16806,-97.03694,2.19317122
34.175,-91.93472,2.197726098
39.10333,-84.41889,2.206807649
30.83556,-85.18389,2.211334439
39.0444,-84.6724,2.211334439
31.3167,-85.45,2.220360331
37.2839,-98.5528,2.222611077
47.5139,-123.812,2.222611077
31.3127,-84.4706,2.224859546
29.73333,-85.03333,2.227105745
30.7406,-98.2354,2.227105745
31.1827,-90.4708,2.227105745
37.4277,-94.5829,2.23159136
30.6222,-98.0846,2.236067977
33.65139,-97.19694,2.242766149
40.9611,-98.3136,2.249444376
34.8223,-89.4348,2.256102835
38.76417,-87.60556,2.258317958
30.77972,-86.5225,2.260530911
36.7725,-90.32472,2.269361144
36.1624,-97.0894,2.27815715
41.9855,-97.4352,2.282542442
36.68167,-101.50528,2.293468988
37.2504,-86.2325,2.297825059
38.8882,-86.5707,2.297825059
32.3378,-89.0703,2.302172887
31.86056,-86.01222,2.306512519
32.81917,-97.36139,2.308679276
34.1852,-79.7238,2.310844002
30.62639,-88.06806,2.315167381
41.1213,-100.6694,2.315167381
43.7743,-98.0384,2.315167381
43.39056,-99.84222,2.317326045
35.25778,-93.09472,2.321637353
41.3102,-95.8991,2.32594067
29.98333,-99.08333,2.328089345
28.97306,-95.86333,2.33023604
30.58917,-96.36472,2.33023604
36.1346,-97.1082,2.33023604
39.45194,-87.30889,2.33023604
37.67028,-95.48417,2.338803113
36.1181,-97.0914,2.340939982
30.24333,-98.90972,2.349468025
31.95139,-85.12889,2.357965225
33.6361,-91.7556,2.357965225
31.7901,-86.0004,2.372762104
34.60028,-91.57444,2.379075451
40.0354,-105.5409,2.38117618
40.6005,-98.4258,2.385372088
29.2733,-94.8592,2.397915762
29.10972,-95.46194,2.404163056
30.70444,-87.02306,2.408318916
32.76667,-97.45,2.408318916
30.7825,-83.27667,2.412467616
33.6,-97.783,2.412467616
32.68083,-96.86806,2.416609195
34.2622,-88.7713,2.418677324
31.48472,-97.31639,2.420743687
36.1994,-95.8872,2.42693222
35.0564,-89.9865,2.443358345
32.45611,-96.9125,2.44744765
30.47806,-87.18694,2.449489743
31.08333,-97.68333,2.449489743
30.46361,-88.53194,2.461706725
35.333,-94.3625,2.461706725
29.5443,-98.4839,2.475883681
35.65667,-95.36139,2.479919354
33.06778,-96.06528,2.485960579
38.92861,-90.42806,2.487971061
30.349,-85.788,2.491987159
30.4119,-89.0808,2.495996795
32.4567,-87.2422,2.495996795
37.6475,-97.43,2.495996795
33.25444,-97.58056,2.503996805
39.7736,-94.9233,2.535744467
30.1831,-97.6799,2.547547841
30.39306,-84.35333,2.547547841
32.0408,-100.2495,2.547547841
31.1923,-84.4465,2.549509757
38.32917,-96.19472,2.561249695
30.0375,-91.8839,2.565151068
32.2997,-86.4075,2.572936066
35.135,-90.23444,2.578759392
34.0998,-93.066,2.590366769
31.9155,-86.3115,2.603843313
41.43333,-99.63333,2.615339366
32.35389,-97.43389,2.630589288
39.0725,-95.6261,2.632489316
34.5467,-93.57806,2.636285265
32.5161,-84.9422,2.640075756
31.30889,-86.39389,2.651414717
30.0918,-91.8731,2.664582519
30.3208,-97.7604,2.668332813
38.95028,-95.66389,2.668332813
39.2972,-94.7306,2.675817632
30.4,-86.47167,2.688865932
32.3205,-90.0777,2.694438717
32.3349,-86.9787,2.696293753
33.9786,-98.4928,2.705549852
35.3889,-97.6006,2.705549852
30.5485,-87.8757,2.714774392
31.15,-97.41667,2.731300057
29.51889,-95.24167,2.75317998
32.7816,-98.0602,2.765863337
31.7796,-95.7232,2.774887385
30.74389,-95.58611,2.776688675
34.7273,-92.2389,2.780287755
39.1346,-96.6788,2.792848009
32.71,-96.26722,2.810693865
30.16917,-96.98,2.816025568
39.1027,-96.6098,2.819574436
31.23611,-94.75444,2.823118843
33.4536,-94.0074,2.839013913
37.7686,-99.9678,2.842534081
33.22083,-92.81417,2.858321186
32.03111,-96.39889,2.865309756
32.8833,-92.1165,2.865309756
33.19028,-96.59139,2.874021573
29.95056,-94.02056,2.898275349
34.29,-93.06,2.901723626
41.62333,-98.94833,3
30.34333,-89.82222,3.008321791
32.38472,-94.71167,3.061045573
30.12472,-93.22833,3.144837039
29.9933,-90.2511,3.146426545
32.35,-91.02778,3.232645975
29.62194,-95.65667,3.402939905
32.54278,-93.745,3.49141805
30.35667,-95.41389,3.544009029
32.4472,-93.8244,3.648287269
33.63333,-95.45,3.957271787
30.0675,-95.55611,4.10487515
29.56222,-91.52556,0
31.3953,-92.2907,0
44.85,-87.41667,0
32.57222,-116.97944,0.141421356
41.5944,-109.0529,0.141421356
47.28556,-68.31333,0.173205081
31.4583,-109.6061,0.2
31.81111,-106.37583,0.2
44.17083,-114.92722,0.2
46.1569,-123.8825,0.2
32.81667,-115.68333,0.264575131
30.38333,-103.68333,0.316227766
33.8116,-118.1463,0.331662479
33.87194,-117.97889,0.331662479
44.26667,-88.51667,0.331662479
31.60722,-110.42806,0.360555128
33.6186,-114.7142,0.374165739
33.8222,-116.5043,0.374165739
35.0419,-106.6155,0.387298335
33.92278,-118.33417,0.4
26.19694,-80.17083,0.412310563
31.58833,-110.34417,0.424264069
34.20972,-118.48917,0.424264069
45.6194,-121.1661,0.424264069
33.4392,-117.1904,0.435889894
34.62944,-118.08361,0.435889894
25.6475,-80.43306,0.447213595
33.89765,-117.60243,0.458257569
35.23722,-120.64139,0.458257569
45.19472,-123.13389,0.458257569
34.01583,-118.45139,0.479583152
32.6137,-106.7414,0.489897949
34.0236,-118.2911,0.489897949
32.83972,-105.99056,0.509901951
46.5683,-120.5428,0.519615242
45.82583,-119.26111,0.529150262
46.26667,-119.11667,0.529150262
33.938,-118.3888,0.538516481
34.05611,-117.60028,0.538516481
44.2558,-121.1392,0.538516481
34.20056,-118.3575,0.547722558
32.28333,-106.91667,0.556776436
32.65,-114.61667,0.556776436
47.03389,-120.53028,0.565685425
30.04806,-102.21306,0.574456265
31.5907,-110.5087,0.574456265
47.20778,-119.31917,0.574456265
43.62639,-72.30472,0.583095189
32.63333,-108.16667,0.591607978
32.835,-114.1884,0.591607978
33.62667,-116.15944,0.591607978
43.2044,-116.7505,0.591607978
44.8428,-117.8086,0.591607978
32.3335,-104.258,0.608276253
32.8525,-104.4675,0.608276253
32.26222,-107.72056,0.6164414
40.0681,-118.5692,0.6244998
43.76944,-88.49083,0.6244998
43.6497,-70.3002,0.632455532
36.74361,-108.22917,0.64807407
27.5,-97.81667,0.655743852
25.99889,-80.24111,0.663324958
31.83111,-104.80889,0.678232998
34.4141,-119.8796,0.678232998
40.33,-75.1225,0.678232998
44.02056,-117.01278,0.678232998
44.51694,-108.08222,0.678232998
26.1522,-81.7752,0.68556546
32.2395,-111.1696,0.68556546
34.20083,-119.20694,0.692820323
26.22806,-97.65417,0.7
32.03639,-102.10111,0.7
33.95194,-117.43861,0.7
39.1019,-121.5677,0.7
32.85472,-109.63528,0.707106781
47.3977,-120.2013,0.707106781
32.56667,-117.11667,0.714142843
33.4277,-112.0038,0.714142843
38.69556,-121.58972,0.714142843
34.8994,-120.4486,0.721110255
43.1111,-76.1038,0.721110255
44.54444,-110.42111,0.728010989
48.464444,-119.516944,0.728010989
26.5258,-98.0633,0.734846923
28.08361,-97.04639,0.734846923
34.4258,-119.8425,0.734846923
37.28333,-102.61389,0.741619849
41.3336,-75.7269,0.748331477
34.21667,-119.08333,0.754983444
47.4174,-117.5264,0.754983444
43.5666,-116.2405,0.761577311
26.18389,-98.25389,0.768114575
33.12806,-117.27944,0.768114575
42.72667,-114.45639,0.768114575
43.51639,-112.06722,0.774596669
36.58806,-121.84528,0.781024968
42.2068,-75.98,0.787400787
